location_id,display_name,url,cover_image,reviews_count,tags_desc,address,review_rating,feature_reviews
100,1933老场坊,https://www.tripadvisor.cn/Attraction_Review-g308272-d1438183-Reviews-1933_Old_Millfun-Shanghai.html,https://dimg04.c-ctrip.com/images/02Y0k120009dkpsu5DF18_R_1080_808_Q90.jpg,292,建筑,200000 中国 上海市 虹口区沙泾路10号,4.0,"['1933老场坊好像是原来上海工部局屠宰场，1933年由著名英国设计师设计。这个地方本身是一片园区，更多的是公司，而不是商场\n推荐理由：\n这个中心建筑是五层，也是更多人拍照打卡的地方。这里完全保留了原始建筑风格，水泥墙面地面，通透结构。整体建筑呈现出古罗马巴西利卡式风格，设计师把建筑风格和工业感完美结合，据说水泥皆从英国进口，非常坚固。\ntips：\n先进入园区，主要是从右手边的建筑进入，旁边是星巴克，进入后才能看到楼内风格', '1933年英國建築師設計的屠宰場\r\n那個沒有空調的年代，建築師有智慧的\r\n考量屠宰流程、通風散熱、降溫、運送的動線，\r\n一整系列完整而且科學！！\r\n今日建築物活化成為新文創中心,\r\n令人讚嘆的建築再生規劃~~']"
101,德天风景区,https://www.tripadvisor.cn/Attraction_Review-g1223273-d1856149-Reviews-Detian_Scenic_Resort-Daxin_County_Guangxi.html,https://dimg04.c-ctrip.com/images/02Y2s120008ovsw7p180F_R_1080_808_Q90.jpg,209,"景点与地标,瀑布",532314 广西壮族自治区 大新县 硕龙镇德天村,4.5,"['德天瀑布横跨中越两国，瀑布由群山之间奔流而出，遇百米断崖呈多级倾泻而下，声势十分壮观。瀑布跨越中越两国国界，水流大小、瀑布形状皆有不同，中方略大，越方略小。瀑布落入深潭后形成一汪碧水，泛舟其上两国民众可近距离互动，叫卖声此起彼伏。泊舟回返，随着距离渐行渐远，瀑布的全貌更加美丽壮观，令人流连忘返。下次一定再次造访。', '地理位置在中越边境，该瀑布号称世界上第二大的跨国瀑布，注意是“跨国”，第一是美加的尼加拉瓜大瀑布。 3月份去的时候是枯水季，所以并不壮观。 但是由于中越边境的缘故，与越南人隔河相望甚至泛舟在共同的河上，越南人的小竹筏靠上来做生意，还是很有特色值得体验的。']"
102,香港会议展览中心,https://www.tripadvisor.cn/Attraction_Review-g294217-d320540-Reviews-Hong_Kong_Convention_and_Exhibition_Centre-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y29120009f2ehxmF4C3_R_1080_808_Q90.jpg,436,会议中心,香港 湾仔博览道1号,4.0,"['地方大，十分合適舉辦各種展覽。鄰近地鐵站、巴士總站、小輪十分方便！當中也有很多食肆，價錢都十分合理！', '考慮到與廣交會第一階段日期的時間衝突以及該地區騷亂者造成的不幸破壞行為，廣交會仍有很多人參加。']"
103,解放碑广场,https://www.tripadvisor.cn/Attraction_Review-g294213-d1814838-Reviews-Jiefangbei_Square-Chongqing.html,https://dimg04.c-ctrip.com/images/02Y1p120008isz63z6F5E_R_1080_808_Q90.jpg,403,景点与地标,400000 中国 重庆市 渝中区民族、民权、邹容三大路交汇的十字路口,4.0,"['我在抖音上看到的一个令人印象深刻的城市，我冒险去了，它像网络视频中一样超现实，迷路也包括在行程中，确实他们称之为山城，你下降100米，然后你继续在同一条街上走，或者你向上走，你会感到困惑，谷歌地图也不起作用——有购物区、餐馆、地铁站，甚至在这个城市你会找到世界上最便宜的iPhone，我建议10月-11月去，在这个城市他们懂的英语比中国其他地方的多，根据我的经验，还下载了一个翻译器。', '城市中心，热闹非凡。购物的地方很多，应有尽有。美食让人流连忘返。四通八达，地铁公交都很方便，步行可到洪崖洞和朝天门', '来到这里的第一感觉就是商业氛围浓厚，到处都是商场，人很多，地方很大，很繁华。做为重庆的地标当之无愧。']"
104,恭王府,https://www.tripadvisor.cn/Attraction_Review-g294212-d553954-Reviews-Gong_Wang_Fu-Beijing.html,https://dimg04.c-ctrip.com/images/02Y09120009bgahh5BCEE_R_1080_808_Q90.jpg,427,"古迹,建筑",100009 中国 北京市 西城区前海西街17号,4.5,"['十年前第一次造訪，深度了解歷史的痕跡。今年再次造訪，府內的統一導覽毫無意義可言，最後帶去買字畫。相信府內除了福字和金絲楠木，還有更多可以傳承給後代的歷史', '传统四合院的前院,再搭配讲究风水的后花园,以蝙蝠图样意喻求福,小桥流水之外,最重要的是隐藏于山洞中,康熙的亲笔福字,给一代贪官带来许许多多的福气']"
105,西安鼓楼,https://www.tripadvisor.cn/Attraction_Review-g298557-d324515-Reviews-Drum_Tower_Gulou-Xi_an_Shaanxi.html,https://dimg04.c-ctrip.com/images/02Y1v120009b021qe8F17_R_1080_808_Q90.jpg,1036,"观景台,古迹",710003 陕西省 西安市 西安城内西大街北院门的南端,4.0,"['鼓楼比钟楼好太多了。看点多了，而且，还有表演。几个穿着历史长袍的人只使用各种打击乐器进行音乐表演，大多是古老/古老的。很好的表现。观看它无需支付额外费用。从市中心的塔楼也能欣赏到美景。在我看来，它比钟楼更值得一游。', '【西安鼓楼】始建于明洪武十三年（1380年），昔日楼上放置巨鼓，每日击鼓报时，故名鼓楼，鼓楼为砖木结构，通高34米，面积1840平方米，是一座典型的明代建筑，1949年后曾多次维修和保护，1996年被国务院列为全国重点文物保护单位。\n\n西安钟鼓楼是钟楼和鼓楼的合称，正所谓“晨钟暮鼓”，但说的并不是早晨敲钟、晚上敲鼓。而是早晨先敲钟后敲鼓，晚上先敲鼓后敲钟。\n\n【钟楼和鼓楼】这两座城楼修建于大明王朝。当年，朱元璋曾想把国都迁到西安，特派太子朱标前去考察，并按帝都标准修建了钟鼓楼。太子朱标圆满完成了父亲交代的任务，回到南京献出了陕西地图，但却随即病倒，不久便一命呜呼。白发人送黑发人，在晚年失去自己最挚爱的儿子，朱元璋深受打击，从此西安成为朱元璋心中的一个伤痕，迁都的事就此不提。\n\n门票🎫：钟楼30、鼓楼30，两个联票50\n开放时间：旺季3.26-10.25    8:00-22:00\n                   淡季10.26-3.25    8:00-18:00\n地铁2号线“钟楼站”，步行10分钟', '我们也是没登楼，只是在下面远观。因为门票还挺贵的。\n附近一块地是停车场。晚上夜景不错，里回民街非常近。']"
106,索菲亚广场,https://www.tripadvisor.cn/Attraction_Review-g297433-d1851771-Reviews-Sophia_Square-Harbin_Heilongjiang.html,https://dimg04.c-ctrip.com/images/02Y1y120008paw1pu6988_R_1080_808_Q90.jpg,542,景点与地标,150000 黑龙江省 哈尔滨市 道里区松花江南岸 Three blocks east of Central Street,4.0,"['这里有很多东西。 New100 大楼内有一家大型超市，附近有星巴克、麦当劳、kfs、3 家不同的咖啡店、很多餐馆、到处都是冰淇淋和格瓦斯、各种果汁、2 个市场、纪念品和附近的阿尔巴特。', '第一次来哈尔滨，索菲亚大教堂是必游列表之一。从中央大街步行至索菲亚广场约10-15分钟，教堂气势恢弘，具有浓郁的异国风情，是远东地区最大的东正教堂，典型的拜占庭式建筑。我们去的时候还赶上了教堂音乐会，坐在教堂的大厅里欣赏着优美的音乐旋律确是极美的享受。', '每次來哈爾濱都會拍照、打卡的地方。夏天冬天都來過，聽說現在二號線地鐵開通了可以直接過去太陽島，那很方便啊，希望哈爾濱越來越好']"
107,花墟道,https://www.tripadvisor.cn/Attraction_Review-g294217-d2050176-Reviews-Flower_Market_Road-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y41120009f4wq9g26DC_R_1080_808_Q90.jpg,550,"古迹徒步,跳蚤市场与街头市集",香港 九龙油尖旺区雀仔街,4.0,"['这个地区有很多花店。尤其是在傍晚时分，这真是一场色彩缤纷的奇观。值得坐港铁到太子道港铁站，步行一小段距离即可到达此区🌺🌷🌻🌹🌲🍷🧧🍹', '这整条街道主要是买花的，但我记得临近花虚道有一个商场，我在那里买了些珍藏品（如下图）不过晚上六点下班人太多，而且道路太挤。可想而知。所以不建议5点到7点去。', '👉要賞花（或買花），旺角花墟一定是個好地方。。。不論季節，必定會🈶️當造鮮花供應，除了🌺鮮花💐，還有新鮮香草🌿盆栽植物、盆景🪴、所有關於栽種的都一應俱全，以優惠價發售。🥰\n.\n☝️見到咁多靚花🌻綠色植物，真係人都開心啲。😟\n.\n#本地遊 #賞花攻略 #mongkok #FlowerMarket \n#旺角 #花墟 #盆栽植物 #請自備膠袋']"
108,香港国际金融中心商场,https://www.tripadvisor.cn/Attraction_Review-g294217-d3362214-Reviews-IFC_mall-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y62120009f182pr66B7_R_1080_808_Q90.jpg,1071,"建筑,购物中心,",香港 中环金融街8号(近港铁机场快线),4.0,"['根本没有免费座位，并且由于某种原因您不可以坐在地板上。所以我不得不背痛地站着等待家人。', '9月30号去ifc商场免费参观了观景台，但是因为假期关门了，而且宣布10月2号可以开放，所以没能看到观景台有点失望。逛了ifc商场逛了逛。', '母親節當然要陪媽媽\n一早同媽咪出去行街 之後食個lunch ,特意選這間，因為媽媽係福建人，但這類餐廳不多，好在IFC就有一間😍\n\n遇着lunch時間，比較多人～幸好也不是等的太耐！\n\n遺傳咗媽媽的大食積🫣唔好嚇親，我哋真係食得晒🫢\n\n套餐  $148-$178\n主菜：六選一\n小食：五選一\n飲品同燉湯：二選一\n\n套餐（一）$178\n🔸主食：野生紅姑海鮮麵\n紅紅的湯底，麵質滑溜～配料有大蝦，蜆肉，豆卜，紅姑，青菜～味道好之餘，仲要賣相不錯\n🔸小食：香醋拌蝦苗 ✨好惹味，伴麵伴飯都一流\n🔸燉湯：蓮子牛蒡素湯✨清潤清甜，味道剛剛\n\n套餐（二）$168\n🔸主食：高湯炆炒純米粉✨第一眼覺得好色彩繽紛👀好多配料，香菇，蝦米鮮蝦～米粉偏幼，尤如絲一樣，但食落爽口，\n🔸小菜：鹹香脆炸黃花魚✨細細件，脆口多肉\n🔸燉湯：姬松茸竹笙排骨湯✨好香的菇菌味，滋潤養生，湯料十足\n\n季節限定\n鐵板鹽焗蟶子 $138\n✨鐵板上～新鮮肥美，鹽焗更加帶出的鮮味\n\n香煎蟶子蛋 $128\n✨煎到外皮好脆，蛋漿厚度適中，再配上蘿蔔絲，香蔥，蟶子\n\n甜品\n綠豆餅 $38\n✨唔會太甜，有點香蕉味道～好鬆軟\n\n番薯芝士丸$48\n✨熱辣辣，軟綿綿仲有拉絲效果，口感不錯\n\n洛神花茶凍 $38👍\n✨上層是仙草果凍，下層是洛神花果凍～唔會太甜\n\nKolb Coffe-Yunna $68\n一杯熱 手調咖啡作為結尾\n✨唔會太濃，好似入口，\n✨有白蘭地的味道\n\n💓在IFC來說，價錢是比較便宜，而且不用加一\n💓店舖不是太大，但座位闊落，裝修以木系裝修為主\n💓地點方便，近地鐵站& 中環碼頭\n💓服務良好，每位店員都很主動\n\n📍 4口 (中環)\n中環金融街8號國際金融中心商場2樓2012號舖\n🚇香港站A出口']"
109,玉渊潭公园,https://www.tripadvisor.cn/Attraction_Review-g294212-d311610-Reviews-Yuyuantan_Park-Beijing.html,https://dimg04.c-ctrip.com/images/02Y4v120008isl70l6922_R_1080_808_Q90.jpg,388,"公园,花园",100038 中国 北京市 海淀区西三环北路107号‎,4.0,"['櫻花季節來這裏看櫻花，人非常多，想要拍照都得排隊。\r\n這裏還可以划船，對面就是中央電視塔。\r\n位置的話，公交站還要走10分鐘才到。', '环境优美，适合带着家人和小朋友一起游园，里面基础设施有待改进，但作为在市中心附近的公园，地理位置特别好，满意\n']"
110,交河故城,https://www.tripadvisor.cn/Attraction_Review-g303778-d502224-Reviews-Ancient_City_of_Jiaohe_Yarkhoto-Turpan_Xinjiang_Uygur.html,https://dimg04.c-ctrip.com/images/02Y1k120009rfeqywB14F_R_1080_808_Q90.jpg,223,"古迹,历史遗迹",838000 新疆维吾尔自治区 吐鲁番市 雅尔乡将格勒买斯村,4.5,"['交河故城是到吐魯番需得一遊的所在  雖說兩河間的黃白色沙洲上僅剩斷垣殘壁   雖說昔日的河道變成鵝鴨的嬉戲場   但走在中央大道觀想曾有的建築繁盛  走進官署區理解下鑿居室生活的冬暖夏涼  再走到全城最高點游目四望  這車師前國曾經的首都 絕對是古人智慧的有力體現  毀於戰禍  感慨係之', '作为生土建筑经过两千多年的风沙侵蚀，交河故城算是保存的比较完好的城市了，最好是能找个导游或者是讲解员，毕竟这种古建筑光看是看不懂的，需要了解它的历史背景、历史意义。不管看建筑的也能看出来被毁前这个城市的宏伟~~~']"
111,天一广场,https://www.tripadvisor.cn/Attraction_Review-g297470-d1807894-Reviews-Tianyi_Square-Ningbo_Zhejiang.html,https://dimg04.c-ctrip.com/images/02Y68120009f2lekzA992_R_1080_808_Q90.jpg,402,景点与地标,315000 浙江省 宁波市 海曙区开明街,4.0,"['天一廣場作為海曙區的中心寧波的市中心 真的很有影響力。非常好的廣場 還有浙江省第三家Apple Store。果粉必去。真的太贊了 我愛死這個地方了', '来宁波旅游，特意打车来了天一广场，这里店铺很多，很适合购物，而且价格还行，不愧是宁波市中心，很值得来此游玩。', '位置很好，周边小吃的地方很多，购物的地方也很多！到三江口也比较近，夜晚的景色很漂亮。下次有机会可以再过来，感受老外滩的酒吧。']"
112,1881 Heritage,https://www.tripadvisor.cn/Attraction_Review-g294217-d1776172-Reviews-1881_Heritage-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y07120009f6q6ngA00D_R_1080_808_Q90.jpg,475,购物中心,香港 尖沙咀广东路2A号,4.0,"['从海港城步行约5分钟，环顾1881 Heritage，这里展现了英国建筑之美，还有一个非常大的露台，我看到了砖结构和景观的和谐。', '尖沙咀法定古蹟1881 最佳 #打卡勝地\n是眾所皆知嘅著名景點，每逢佳節定必花盡心思\n將1881佈置成別開生面嘅 #打卡景點\n\n1881 Heritage 有逾百年歷史的建築物，前身為尖沙咀前水警總部，現在已被定為香港法定古蹟。\n\n前水警總部大樓具維多利亞時代建築特色，1994 年被列為香港法定古蹟，大樓南面建有一幢兩層高的報時塔，現時改建為水警展覽館。\n\n1881 Heritage 除了是打卡景點之一外，並有多間高檔設計師商店，更有豪華酒店。\n\n這個前水警總部建築群由 5 幢建築物組成，包括：主體大樓、馬廐、報時塔（俗稱圓屋）、九龍消防局及消防宿舍。\n\n到處隨手拍都能拍出美照！好多新人都會選擇1881 Heritage 拍攝婚紗相，有些來拍攝畢業🎓相！\n\n每次來這裡定會忍不住影好多相，特別是聖誕節🎄，佈置特別有氣氛！', '不幸的是，当我们访问时正在下雨，所以这不是最佳选择。\n\n地下一层的厕所非常豪华、干净、现代，导游告诉我们豪华厕所在地面上，可以乘电梯到达。']"
113,前门大街商业街,https://www.tripadvisor.cn/Attraction_Review-g294212-d1699740-Reviews-Qianmen_Main_Street_Mall-Beijing.html,https://dimg04.c-ctrip.com/images/02Y4m120009bg50mqEF74_R_1080_808_Q90.jpg,424,购物中心,中国 北京市 前门大街,4.0,"['面對正陽門的前門大街,是條商業街,美食、購物都有~~\n搭乘地鐵到<前門>站下,步出地鐵就會看到前門大街,\n所有北京老字號美食店的起家點幾乎都在這兒~\n全聚德烤鴨、東來順涮肉、都一處、餛飩侯.......,\n是逛、吃北京的好去處,可以連大柵欄、鮮魚口一起逛~~', '去过一次就可以不用再去了，元宵节去的，人巨多，宣传有灯会，但实际上去了什么都没有，然后因为人流量过大，只能单向进出，没什么看的结果还走了很远', '来到前门大街，当然要周围扫街。这里周围都可食到冰糖葫芦、羊肉串、北京烤鸭、爆肚。未来过都唔知边间好食，只不过顺眼的就走入去食一番。\n周围行下食下，记得要买手信。']"
114,湾仔,https://www.tripadvisor.cn/Attraction_Review-g294217-d589348-Reviews-Wan_Chai-Hong_Kong.html,https://dimg04.c-ctrip.com/images/02Y2f120009f4ubh54A68_R_1080_808_Q90.jpg,625,区域,香港,4.0,"['今晚到鐵飯碗食晚餐，位於灣仔軒尼詩道33號灣仔皇悅酒店LG2樓。 店內環境高貴典雅，以懷舊東南亞風格為主。餐廳主打高級馬來西亞菜和中菜， 坐低不久店員為我們送上蝦片和菊花茶(每位$32)， 另外我們點了螺頭花膠燉雞湯$168、 香茅煙燻脆皮鴿$88、 炭烤黑毛豬肋骨$164、 鮑魚雞肉粒燴飯$168、 大頭蝦薑蔥撈麵$188、 馬來脆皮曼煎糕$68。 \n\n📌蝦片 ～ 蝦片配上辣醬一起吃，特別香脆惹味。 \n\n📌螺頭花膠燉雞湯 ～ 味道清甜， 燉湯好足料，滋補養顏。 \n\n📌香茅煙燻脆皮鴿 ～ 入口有好香的煙燻味， 脆皮鴿外皮有光澤， 口感酥脆鮮香， 肉質細嫩美味。 \n\n📌炭烤黑毛豬肋骨 ～ 肉香濃郁，肉多又夠腍，啖啖都品嚐到炭烤的獨特味道， 配上惹味的黃椒醬， 味道更加提升。 仲有六杯檸檬特飲， 酸酸的非常去膩。 \n\n📌鮑魚雞肉粒燴飯 ～ 好味多料的燴飯， 芡汁滲透入飯內， 美味可口。 \n\n📌大頭蝦薑蔥撈麵 ～ 蝦肉新鮮大隻，薑蔥撈麵葱香撲鼻，撈麵爽口。 \n\n📌馬來脆皮曼煎糕 ～ 外酥內嫩的餅皮，餡料有粟米和花生粒，香噴噴又美味。 \n\n整體而言餐廳價格合理，菜式高質，服務貼心。 \n\n🏷️溫馨提示～ 整個用餐體驗均屬個人分享意見， 只作參考😊。 \n🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵 \n\n味道😋 4/5\n環境🏬 4/5\n服務💁🏻\u200d♀️ 5/5\n衛生🙌🏻 4/5\n抵食🍽️ 4/5\n總分🏆 8/10 \n\n🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴 \n\n鐵飯碗\n地址: 灣仔軒尼詩道33號灣仔皇悅酒店LG2樓\n', '灣仔近鵝頸橋附近有間韓式外賣店 😍有傳統韓式料理和多款醃製好的韓燒食品 更有海鮮凍肉和韓國入口的韓國牛肉豬肉提供😬價錢好合理 今次特意來外賣傳統韓式料理回家慢慢品嚐 特意引入韓國食材味道很正宗質素不錯 下次可以再來買肉類可以在家韓燒♨️💕\n\n✨2-3人套餐A $198\n套餐內有四款食物和兩款飲品可以自選 配搭自由度高 份量多CP值好高👍🏻👍🏻\n\n🔸烤牛肉紫菜飯捲\n每日新鮮製作的飯捲 已預先切好一大盒 飯卷的材料很豐富 飯的比例比較少😍👍🏻牛肉份量多炒過很香 跟帶有芝麻油香氣的白飯 吃起來質感厚實味道豐富\n\n🔹人參雞湯\n經過長時間燉煮的雞肉好輕易就皮肉分離 加入人參紅棗栗子🌰糯米一起燉的湯頭好足料滋補但不油膩 還配上一大碗飯🍚\n\n🔸原味無骨炸雞\n炸雞一大盒三個人分都好夠🐔炸雞啖啖肉質感嫩滑 沒有醬汁的外皮格外香脆粉漿好薄\n\n🔹新鮮辣泡菜\n每日新鮮製做的泡菜🥬醃製時間相對比較短 味道香甜不會很辣 口感爽脆😬好開胃下飯\n\n🔸飲品\n四款飲品內可以選兩款🧃要了比較少見的青葡萄汁跟梨汁\n\n✨韓式炒粉絲 $48\n配料好豐富 有冬菇 紅蘿蔔 洋蔥 木耳 菠菜🥕🥬不會炒得太油膩 加入白芝麻味道更香😋韓國粉絲口感煙韌\n\n📍生生市場 (永德大廈) (灣仔)\n灣仔堅拿道西15號永德大廈地下G13號舖\n\n📍生生市場 (捷榮樓) (元朗)\n元朗教育路2-6號捷榮樓地下C號舖', '由於時間尚早，不是太多人～餐廳裡的燈光柔和而溫暖，座位寬落，今日剛巧安排座於有山景的位置😊\n\n極力推介百花齊放套餐，原價為$398，推廣價$328😍 套餐包海鮮鮮肉拼盤，還有超過100款的手工點心、精選火鍋配料和解渴飲品，任意點選\n\n包括150分鐘的放題，選擇火鍋湯底/粥底/鴛鴦湯底～而且，如果你是一家大細，每兩位成人可以免費帶一位小童享受這個套餐，絕對超值的優惠，不容錯過😉\n\n總結💁\u200d♀️\n✨ 點心即叫即蒸👍\n✨紫淮山；營養豐富，口感獨特\n✨手打牛丸：每一口都是濃郁的肉汁與嚼勁十足的口感。\n✨灌湯餃：外皮薄脆，內餡鮮嫩，一咬下去，湯汁四溢，讓您愛不釋口。\n✨ 火鍋食材新鮮滋味，海鮮更能帶出原汁原味的海鮮美食👍\n✨如果鍾意食粥嘅可以選擇試吓「滿粥鍋」，仲可以自由調配粥底材料\n\n🔶最後提提大家💁\u200d♀️百花漁莊 在OpenRicen發售85折現金券，以優惠價$425，購買百花漁莊$100現金券@5～Book枱時可參考一下😉\n\n📍 百花漁莊 (灣仔)\n灣仔皇后大道東202號QRE Plaza 28樓\n🚇灣仔站B2出口']"
115,潘家园旧货市场,https://www.tripadvisor.cn/Attraction_Review-g294212-d1793348-Reviews-Panjiayuan_Antique_Market-Beijing.html,https://dimg04.c-ctrip.com/images/02Y5f12000ahauhun7E37_R_1080_808_Q90.jpg,436,"古董店,跳蚤市场与街头市集,",100021 中国 北京市 朝阳区潘家园路华威里18号,4.0,"['这件古董现在位于印度尼西亚松巴岛上。请联系此号码+6285253450425。有兴趣的话可以电话联系..', '地鐵10號線在潘家園站下車即可抵逹.\r\n我們算是慕名而去,市場裡的東西種類很多,瑪瑙,字畫,玉器,珠寶,雕刻和古玩,都很齊全,有攤販和店面門市和臨時攤販,走一回看到很多好東西']"
116,大理古城,https://www.tripadvisor.cn/Attraction_Review-g303781-d554945-Reviews-Dali_Ancient-Dali_Dali_Bai_Autonomous_Prefecture_Yunnan.html,https://dimg04.c-ctrip.com/images/02Y1c120009f0y4y6C335_R_1080_808_Q90.jpg,871,区域,671000 云南省 大理市 境内,4.0,"['很喜欢这个古城，虽然有商业发展，但是还有有那么多有趣的灵魂在这里，还有当地人的生活也在这个古城中，有山有水，当地白族也热情好客，美食很多，蔬果自由！物价也不高，民宿风格种类丰富，可以在街上随意逛逛，和陌生人聊天。', '说句实话，人太多，都是夜市一样的商贩，没什么特别好看的，也就是散散步而已，打车也不是特别的方便，跟南京新街口差不多，不去后悔，去了也后悔。', '\n大理古城又名叶榆城、紫城。古城其历史可追溯至唐天宝年间，南诏王阁逻凤筑的羊苴咩城，为其新都。古城始建于明洪武十五年（1382年），占地面积3平方公里，居于苍山之下，洱海之滨，城区海拔就已经是2000米了。\n\n交通：\n1.在大理火车站坐8路公交车，终点站就是75集团军医院（北门）附近，车费3元/人，路过东门，车程50-60分钟\n2.火车站-大理古城专线，车程35分钟左右，票价5元，到南门客运站。\n3.乘飞机到大理，可先乘机场大巴到苍山饭店，再到最近的“市医院”站乘8路\n\n坐专线还是8路要看你住宿位置，两个车在古城停靠方位不同，否则走很远。\n']"
117,盘门,https://www.tripadvisor.cn/Attraction_Review-g297442-d1813910-Reviews-Panmen_Gate-Suzhou_Jiangsu.html,https://dimg04.c-ctrip.com/images/02Y0y120009f4uobf48CF_R_1080_808_Q90.jpg,243,古迹徒步,215002 江苏省 苏州市 沧浪区东大街1号,4.5,"['苏州普拉提健身私教\n在沧浪亭喝完咖啡\n搜了下体态矫正\n离十全街也不远\n正规专业\n跟康复科医生让我做的运动一样\n\n苏州大学体育老师\n教练有耐心\n而且讲的听得懂\n环境干净\n还注意消毒\n让人放心\n筋膜炎疼痛有缓解', '盤門在蘇州城南面城牆上偏西的一座水陸城門，是蘇州僅存的古城門遺蹟和中國唯一保存完整的古水陸城門，絕美的景色。']"
118,普达措国家公园,https://www.tripadvisor.cn/Attraction_Review-g670561-d946706-Reviews-Potatso_National_Park-Shangri_La_County_Diqing_Tibetan_Autonomous_Prefecture_Yunna.html,https://dimg04.c-ctrip.com/images/02Y39120009f0r2ay1C0B_R_1080_808_Q90.jpg,492,国家公园,674400 云南省 香格里拉县 境内,4.5,"['静静的高原湿地\n美丽的牧场\n是需要去打卡的地方\n特别美好的感受\n灰常棒棒哒\n约上爱人好友来\n感受岁月静好\n人生值得', '靜靜的高原濕地\n美麗的牧場\n是需要去打卡的地方\n特別美好的感受\n灰常棒棒噠\n約上愛人好友來\n感受歲月靜好\n人生值得', '奔波数百公里来看了一个毫无特色、却各种方式想要赚你钱的景区，整个香格里拉都让人极度失望，除了土司宴让人感受到一些当地所谓乡土气息，其他地方基本就两特点，其一疏于维护，设施破旧或脏乱，其二不论景区还是各种小商小贩，都只知道钱，跟丽江相比相去甚远！']"
119,静安雕塑公园,https://www.tripadvisor.cn/Attraction_Review-g308272-d4178437-Reviews-Jing_an_Sculputure_Park-Shanghai.html,https://dimg04.c-ctrip.com/images/02Y1p120009dkpf1p05CD_R_1080_808_Q90.jpg,246,公园,200000 中国 上海市 石门二路128号 静安区,4.0,"['午休時一直逛的公園！就在北京西路進去，最主要環境很好，地方非常大！而且免費。公園的雕塑並不是一成不變的，是經常有展覽，經常更換。不同的設計師設計的。之前還看到過老外設計師在幫忙和工人一起組裝。總之很值得去一逛，去仔細的慢慢品。', '连续一个月的雨天，心情郁闷，乘着看病的间隙又是一个大晴天的时候，网上搜罗梅花盛开的地方，正巧医院附近有个雕塑公园，从小住上海的我，都不知道有这个地方，年纪大了有了闲心闲时，看到初春盎然，顿觉心情舒畅']"
120,静安寺,https://www.tripadvisor.cn/Attraction_Review-g308272-d311585-Reviews-Jing_an_Temple-Shanghai.html,https://dimg04.c-ctrip.com/images/02Y0d120009bmb1kfEC2E_R_1080_808_Q90.jpg,1421,"圣地与宗教景点,古迹",中国 上海市 南京西路1686号,4.0,"['中国的佛教寺庙就像欧洲的大教堂——第一个令人兴奋，第二个有趣，之后看起来都一样。如果你没有去过很多寺庙，静安绝对值得一去。建筑很漂亮，是一座活跃的寺庙，位置非常方便，就在以其名字命名的地铁站上方。', '美丽的城市寺庙（乘坐地铁很容易到达）。门票有点贵，其他值得一去。', '这是一个位于摩天大楼中间的神奇地方，您可以在这里欣赏寺庙的美丽，或者在周围的平静中祈祷。强烈推荐']"
121,青岛天主教堂,https://www.tripadvisor.cn/Attraction_Review-g297458-d1979857-Reviews-Qingdao_Catholic_Church-Qingdao_Shandong.html,https://dimg04.c-ctrip.com/images/02Y3j120009f2m7jn700A_R_1080_808_Q90.jpg,424,圣地与宗教景点,266001 山东省 青岛市 市南区浙江路15号,4.0,"['青島老城區地標建築之一。教堂平面呈十字型，有高塔，以及對稱的鐘樓，鐘聲復古悠揚，整體建築採德國式樣，融合哥德式及羅馬式風格，很有特色，有很多人會在這裡拍婚紗照。內部採用義大利文藝復興時期的裝潢，有玻璃窗花及木大門，頂有吊燈，很精緻。入內要收費，價格低，可以避開外面的人潮。', '青岛有很多地方很有欧洲风情，圣弥厄尔大教堂，红树林度假景区中的德国风情小镇以及八大关等地区的建筑都很有欧洲风情，青岛是个美丽的城市，作为一个土生土长的青岛人，欢迎大家来青岛，也可以联系我为你制订独家旅游攻略哈哈哈', '这座大教堂位于青岛历史悠久的市中心，是该市最具标志性的地标之一。']"
